carat,cut,color,clarity,depth,table,x,y,z,price,price_cat
0.3,Very Good,E,VS1,63,57,4.25,4.29,2.69,568,<=800
0.36,Good,H,VS2,63.5,54,4.55,4.59,2.9,568,<=800
0.36,Ideal,I,VS1,60.5,57,4.56,4.59,2.77,568,<=800
0.36,Good,I,VS1,63.3,56,4.51,4.56,2.87,568,<=800
0.36,Ideal,H,VS2,62.1,55,4.57,4.58,2.84,568,<=800
0.36,Ideal,I,VS1,62.1,56,4.55,4.59,2.84,568,<=800
0.3,Good,D,VS2,63.1,58,4.26,4.3,2.7,568,<=800
0.36,Ideal,H,VS2,62.1,55,4.57,4.61,2.85,568,<=800
0.3,Good,E,VS1,63.2,57,4.26,4.29,2.7,568,<=800
0.36,Very Good,H,VS2,60,62,4.58,4.62,2.76,568,<=800
0.36,Very Good,I,VS1,60.9,61,4.58,4.61,2.8,568,<=800
0.36,Very Good,I,VS1,60.3,60,4.58,4.64,2.78,568,<=800
0.36,Ideal,I,VS1,62.1,57,4.54,4.58,2.83,568,<=800
0.26,Very Good,E,VVS2,60.5,55,4.1,4.16,2.5,569,<=800
0.35,Ideal,J,IF,61.8,55,4.54,4.56,2.81,569,<=800
0.35,Ideal,J,IF,61.8,53,4.58,4.61,2.84,569,<=800
0.3,Ideal,F,VS2,61.1,55,4.37,4.32,2.66,569,<=800
0.3,Ideal,F,VS2,62.3,58,4.26,4.23,2.64,569,<=800
0.33,Ideal,I,VVS1,61.7,55.7,4.43,4.45,2.74,570,<=800
0.41,Good,G,SI2,63.7,55,4.7,4.75,3.01,570,<=800
0.3,Good,F,VS1,63.7,56,4.26,4.28,2.72,570,<=800
0.3,Premium,E,VS2,61.7,60,4.28,4.31,2.65,570,<=800
0.3,Ideal,F,VS1,61.7,56,4.32,4.34,2.67,570,<=800
0.3,Ideal,F,VS1,61,56,4.35,4.37,2.66,570,<=800
0.3,Premium,F,VS1,61,58,4.33,4.36,2.65,570,<=800
0.3,Very Good,F,VS1,61,60,4.3,4.22,2.6,570,<=800
0.3,Ideal,F,VS1,61.3,55,4.32,4.36,2.66,570,<=800
0.3,Ideal,F,VS1,62.6,57,4.29,4.34,2.7,570,<=800
0.23,Premium,F,VVS2,61.3,59,3.99,3.94,2.43,571,<=800
0.36,Very Good,I,VVS2,59.7,55,4.65,4.69,2.79,571,<=800
0.74,Ideal,D,VS2,62.2,56,5.79,5.81,3.61,3454,>=3200
0.78,Ideal,D,SI2,61.4,57,5.91,5.94,3.64,3454,>=3200
0.7,Ideal,D,SI1,61.8,56,5.7,5.72,3.53,3454,>=3200
0.96,Good,H,SI2,56.7,62,6.51,6.39,3.66,3454,>=3200
1.02,Very Good,E,I1,60.4,62,6.47,6.52,3.92,3455,>=3200
1.02,Premium,J,SI2,61.4,60,6.5,6.44,3.97,3455,>=3200
0.9,Ideal,I,SI1,62.3,57,6.12,6.15,3.82,3455,>=3200
1.02,Ideal,E,SI2,62.3,56,6.42,6.37,3.98,3455,>=3200
0.75,Ideal,D,VS2,62.4,55,5.83,5.8,3.63,3456,>=3200
0.86,Ideal,E,SI1,62.3,54,6.13,6.07,3.8,3456,>=3200
0.94,Premium,F,SI2,62.4,58,6.23,6.17,3.87,3456,>=3200
0.71,Ideal,F,VS1,62.1,56,5.69,5.75,3.55,3457,>=3200
0.9,Premium,F,SI2,61.1,54,6.29,6.27,3.84,3457,>=3200
1.05,Premium,J,SI2,60.9,60,6.59,6.51,3.99,3457,>=3200
0.9,Very Good,F,SI2,63.1,58,6.13,6.11,3.86,3457,>=3200
0.9,Very Good,F,SI2,63.1,56,6.18,6.12,3.88,3457,>=3200
0.9,Premium,F,SI2,61.6,58,6.23,6.15,3.81,3457,>=3200
1.5,Premium,H,I1,60.1,57,7.4,7.28,4.42,3457,>=3200
1.04,Very Good,J,SI2,62.8,57,6.44,6.5,4.06,3459,>=3200
1.02,Ideal,G,I1,61.2,56,6.47,6.5,3.97,3459,>=3200
0.9,Premium,J,VVS2,62.5,61,6.15,6.08,3.82,3459,>=3200
0.73,Ideal,G,VS1,60.9,59,5.79,5.83,3.54,3459,>=3200
0.72,Premium,D,VVS2,60,57,5.92,5.84,3.53,3459,>=3200
0.82,Very Good,G,VS1,63.3,56,5.96,5.98,3.78,3460,>=3200
0.8,Very Good,F,VS1,63.7,56,5.87,5.9,3.75,3460,>=3200
1.03,Ideal,F,SI2,62.6,57,6.44,6.4,4.02,3461,>=3200
0.71,Very Good,F,VVS1,61.8,55,5.71,5.77,3.55,3461,>=3200
1.01,Fair,G,SI2,65.1,58,6.29,6.21,4.07,3461,>=3200
1.01,Premium,G,SI2,61.5,58,6.51,6.44,3.98,3461,>=3200
1.06,Ideal,F,SI2,62.7,56,6.52,6.47,4.07,3461,>=3200
1.01,Premium,I,SI2,62.9,58,6.34,6.31,3.98,3461,>=3200
0.74,Premium,D,VS1,62.3,58,5.79,5.77,3.6,3461,>=3200
1.01,Good,G,SI2,64,59,6.34,6.31,4.05,3461,>=3200
0.96,Ideal,I,VS2,59.8,57,6.42,6.39,3.83,3462,>=3200
0.74,Premium,E,VS1,61.1,58,5.81,5.84,3.56,3462,>=3200
0.75,Ideal,E,VS1,62,55,5.83,5.88,3.66,3462,>=3200
1.01,Very Good,J,SI2,63.5,59,6.3,6.36,4.02,3462,>=3200
0.81,Very Good,D,SI1,63.1,57,5.91,5.94,3.74,3462,>=3200
0.74,Ideal,G,VVS2,62.2,57,5.75,5.79,3.59,3462,>=3200
0.73,Ideal,F,VVS2,61.7,54,5.82,5.76,3.57,3463,>=3200
0.91,Very Good,D,SI2,62,62,6.16,6.25,3.85,3463,>=3200
0.73,Ideal,H,VVS2,61.6,56,5.8,5.82,3.57,3463,>=3200
0.7,Good,D,VS1,60.4,62,5.73,5.76,3.47,3463,>=3200
0.71,Very Good,E,VS1,62.6,59,5.68,5.76,3.58,3464,>=3200
0.71,Very Good,E,VS1,61.6,59,5.65,5.72,3.5,3464,>=3200
0.9,Very Good,I,SI2,60.5,56,6.22,6.24,3.77,3464,>=3200
0.73,Ideal,D,VS2,61.6,56,5.78,5.82,3.57,3464,>=3200
0.71,Ideal,E,VS1,60.4,57,5.75,5.81,3.49,3464,>=3200
0.71,Good,E,VS1,59.4,61,5.8,5.89,3.47,3464,>=3200
1,Good,I,SI2,63.9,60,6.26,6.3,4.01,3465,>=3200
1,Ideal,J,SI2,62.1,56,6.34,6.41,3.96,3465,>=3200
1,Very Good,J,SI1,61.9,62,6.33,6.36,3.93,3465,>=3200
0.56,Ideal,D,VVS1,61.9,56,5.28,5.32,3.28,3465,>=3200
0.71,Very Good,D,VS1,62.9,56,5.65,5.7,3.57,3465,>=3200
0.9,Very Good,F,SI2,63.4,60,6.06,6.09,3.85,3465,>=3200
0.72,Ideal,E,VS1,62.5,57,5.73,5.76,3.59,3465,>=3200
0.9,Good,F,SI2,65.9,60,5.98,6.01,3.95,3465,>=3200
0.9,Good,H,SI1,64.4,58,6.04,6.08,3.9,3465,>=3200
1.25,Good,I,SI2,60.5,64,6.91,6.82,4.15,3465,>=3200
1.03,Good,G,SI2,63.9,60,6.33,6.37,4.06,3466,>=3200
0.73,Good,E,VS1,59,61,5.88,5.92,3.48,3466,>=3200
0.73,Ideal,D,VS2,61.4,56,5.81,5.78,3.56,3467,>=3200
0.9,Very Good,F,SI2,61.3,60,6.18,6.22,3.8,3468,>=3200
0.55,Ideal,D,VVS2,60.8,56,5.29,5.32,3.23,3468,>=3200
0.55,Ideal,D,VVS2,61.5,56,5.26,5.28,3.24,3468,>=3200
0.55,Ideal,D,VVS2,60.8,56,5.31,5.34,3.24,3468,>=3200
0.7,Ideal,F,VS2,61,55,5.74,5.79,3.52,3468,>=3200
0.77,Ideal,H,VS1,61.3,56,5.91,5.97,3.64,3468,>=3200
0.9,Premium,I,SI1,62.1,59,6.2,6.17,3.84,3468,>=3200
1.11,Premium,I,SI2,62.5,56,6.63,6.55,4.12,3469,>=3200
0.73,Ideal,E,VS2,61.7,57,5.75,5.78,3.55,3470,>=3200
0.9,Good,F,SI2,57.9,62,6.23,6.35,3.64,3470,>=3200
0.7,Premium,D,VS1,62.5,60,5.62,5.67,3.53,3471,>=3200
0.8,Very Good,F,VS2,62.1,60,5.86,5.92,3.66,3471,>=3200
0.8,Very Good,F,VS1,63.6,56,5.83,5.94,3.74,3471,>=3200
0.73,Ideal,E,VS1,61.4,55,5.8,5.82,3.57,3471,>=3200
0.7,Ideal,D,SI1,61.6,57,5.69,5.74,3.52,3471,>=3200
0.7,Ideal,D,SI1,61.8,55,5.72,5.74,3.54,3471,>=3200
0.73,Good,E,VS1,60.8,61,5.77,5.8,3.52,3471,>=3200
0.7,Ideal,E,VS1,62.1,56,5.7,5.66,3.53,3472,>=3200
1,Premium,H,SI2,61,60,6.42,6.36,3.9,3472,>=3200
1,Ideal,I,SI1,58.5,55,6.47,6.42,3.77,3472,>=3200
0.88,Very Good,H,VS2,63.2,57,6.08,6.15,3.87,3472,>=3200
0.78,Very Good,G,VS1,61.5,55,5.92,5.97,3.66,3472,>=3200
1,Good,H,SI2,63.7,58,6.28,6.15,3.96,3472,>=3200
1,Premium,H,SI2,59,58,6.62,6.5,3.87,3472,>=3200
1,Fair,H,SI2,66.1,59,6.18,6.13,4.07,3472,>=3200
0.9,Very Good,D,SI2,60.3,63,6.22,6.12,3.72,3473,>=3200
0.9,Good,D,SI2,60.3,64,6.14,6.1,3.69,3473,>=3200
0.9,Fair,D,SI2,64.9,57,6.03,5.98,3.9,3473,>=3200
0.9,Premium,D,SI2,63,58,6.16,6.12,3.87,3473,>=3200
0.9,Fair,D,SI2,64.5,61,6.1,6,3.9,3473,>=3200
0.9,Very Good,I,VS2,63.1,57,6.12,6.09,3.85,3473,>=3200
0.78,Premium,D,VS2,63,58,5.86,5.8,3.67,3473,>=3200
0.91,Premium,H,SI1,60.9,58,6.22,6.26,3.8,3475,>=3200
0.72,Ideal,H,VVS2,60.9,56,5.78,5.84,3.54,3475,>=3200
0.84,Ideal,I,VS2,61.7,55,6.07,6.11,3.76,3475,>=3200
0.74,Very Good,D,VS2,59.8,58,5.9,5.94,3.54,3476,>=3200
0.7,Very Good,D,VS1,61.6,58,5.67,5.73,3.51,3477,>=3200
0.8,Good,F,VS1,59,60.9,6.03,6.04,3.56,3477,>=3200
1.01,Fair,F,SI2,64.8,55,6.37,6.26,4.1,3477,>=3200
0.91,Very Good,J,VS2,61.9,59,6.11,6.16,3.8,3478,>=3200
0.7,Ideal,F,VVS2,61,57,5.73,5.75,3.5,3478,>=3200
0.72,Ideal,G,VS1,61.6,56,5.75,5.78,3.55,3478,>=3200
0.72,Ideal,G,VS1,61.3,56,5.75,5.8,3.54,3478,>=3200
0.72,Ideal,G,VS1,61.2,57,5.76,5.79,3.53,3478,>=3200
0.72,Ideal,G,VS1,61.7,56,5.75,5.78,3.56,3478,>=3200
0.72,Ideal,G,VS1,61.4,56,5.75,5.79,3.55,3478,>=3200
0.72,Ideal,G,VS1,61.8,56,5.74,5.76,3.55,3478,>=3200
0.72,Ideal,G,VS1,60.3,57,5.82,5.86,3.52,3478,>=3200
0.72,Ideal,G,VS1,61.5,57,5.74,5.79,3.54,3478,>=3200
0.72,Ideal,G,VS1,61,55,5.81,5.83,3.55,3478,>=3200
0.72,Ideal,G,VS1,60.4,57,5.81,5.84,3.52,3478,>=3200
0.86,Ideal,E,SI2,60,56,6.22,6.24,3.74,3478,>=3200
0.9,Premium,G,SI2,62.4,55,6.17,6.13,3.84,3478,>=3200
0.9,Very Good,G,SI2,60.3,63,6.33,6.25,3.79,3478,>=3200
0.9,Premium,I,VS2,61.6,58,6.15,6.09,3.77,3478,>=3200
0.71,Premium,D,VS1,61.6,58,5.78,5.72,3.54,3479,>=3200
0.96,Very Good,D,SI2,60.2,63,6.3,6.36,3.81,3480,>=3200
1.13,Premium,H,I1,62.7,59,6.58,6.63,4.14,3480,>=3200
0.71,Ideal,F,VS1,61.3,56,5.76,5.78,3.53,3480,>=3200
0.9,Very Good,H,SI2,61.2,57,6.21,6.27,3.82,3481,>=3200
0.9,Very Good,H,SI2,62.3,61,6.15,6.17,3.84,3481,>=3200
0.81,Ideal,F,SI1,62.3,55,5.96,6,3.72,3481,>=3200
0.83,Premium,E,SI1,60.7,58,6.06,6.09,3.69,3482,>=3200
0.9,Very Good,E,SI2,63.7,56,6.08,6.13,3.89,3482,>=3200
0.83,Ideal,F,SI1,62.8,56,5.97,6.01,3.76,3482,>=3200
1.01,Fair,H,SI1,64.4,59,6.22,6.17,3.99,3482,>=3200
1.02,Very Good,J,SI1,61.9,60,6.37,6.42,3.96,3483,>=3200
0.9,Very Good,I,VS1,63.2,57,6.1,6.05,3.84,3484,>=3200
0.9,Premium,I,VS1,62.9,60,6.09,6.05,3.82,3484,>=3200
0.9,Very Good,I,VS1,63.5,57,6.06,6.03,3.84,3484,>=3200
0.9,Good,H,SI1,63.1,63,6.04,6.1,3.83,3484,>=3200
1.01,Good,I,VS1,64.2,60,6.35,6.27,4.05,3484,>=3200
0.9,Premium,I,VS1,61.2,61,6.2,6.15,3.78,3484,>=3200
1.01,Good,E,I1,61.5,65,6.28,6.21,3.84,3484,>=3200
0.91,Good,H,SI1,63.9,60,6.08,6.13,3.9,3485,>=3200
0.98,Premium,F,SI2,62.3,56,6.44,6.35,3.98,3485,>=3200
0.75,Premium,G,VVS2,62.5,56,5.84,5.78,3.63,3486,>=3200
0.74,Ideal,D,VS2,62,57,5.79,5.83,3.6,3487,>=3200
0.73,Ideal,G,VVS1,61.6,56,5.77,5.82,3.57,3487,>=3200
0.77,Very Good,E,VS1,59.4,61,5.98,5.94,3.54,3488,>=3200
0.9,Very Good,I,VS2,63.4,57,6.07,6.1,3.86,3489,>=3200
0.9,Very Good,I,VS2,63.4,56,6.09,6.12,3.87,3489,>=3200
0.77,Very Good,D,VS2,61.2,59,5.86,5.91,3.6,3489,>=3200
0.77,Good,D,VS2,63.1,57,5.83,5.86,3.69,3489,>=3200
0.9,Very Good,G,SI2,61.4,58,6.16,6.21,3.8,3489,>=3200
0.91,Very Good,F,SI2,63.1,56,6.13,6.17,3.88,3489,>=3200
0.89,Premium,H,VS1,60.5,59,6.22,6.17,3.75,3489,>=3200
0.92,Ideal,J,VS1,62,55,6.24,6.27,3.88,3489,>=3200
0.72,Ideal,F,VS1,61.8,56,5.72,5.77,3.55,3489,>=3200
0.9,Good,G,SI2,62.7,59,6.04,6.12,3.81,3489,>=3200
0.9,Premium,G,SI2,59.9,58,6.22,6.27,3.74,3492,>=3200
0.73,Very Good,E,VS1,61.5,57,5.78,5.83,3.57,3492,>=3200
0.9,Very Good,H,SI2,62.1,58,6.1,6.18,3.81,3492,>=3200
0.72,Ideal,G,VVS1,62.2,54.4,5.73,5.76,3.57,3492,>=3200
0.72,Very Good,D,VS2,62.9,58,5.67,5.71,3.58,3493,>=3200
0.73,Ideal,F,VS1,61.4,55,5.81,5.84,3.57,3493,>=3200
0.71,Very Good,F,VVS2,60.6,58,5.76,5.79,3.5,3494,>=3200
0.8,Premium,E,VS2,63,56,5.91,5.84,3.7,3494,>=3200
0.54,Ideal,D,VVS1,61.2,57,5.25,5.27,3.22,3494,>=3200
0.8,Ideal,G,VS2,62.1,57,5.95,6,3.71,3494,>=3200
0.78,Premium,E,VS2,62.8,60,5.86,5.79,3.66,3494,>=3200
0.72,Very Good,E,VVS2,61.3,60,5.73,5.76,3.52,3495,>=3200
0.74,Ideal,G,VVS2,60.9,58,5.85,5.88,3.57,3495,>=3200
0.72,Ideal,F,VS2,61.3,55,5.78,5.83,3.56,3495,>=3200
0.72,Ideal,D,VS2,62.6,58,5.7,5.73,3.58,3495,>=3200
0.83,Premium,F,VS2,60.2,60,6.09,6.04,3.65,3495,>=3200
1.02,Premium,J,SI1,61.2,57,6.58,6.43,3.98,3496,>=3200
1.02,Premium,G,SI2,61.8,58,6.47,6.4,3.98,3496,>=3200
0.56,Ideal,D,VVS1,61.9,56,5.32,5.28,3.28,3496,>=3200
0.91,Very Good,F,SI2,63.5,56,6.16,6.12,3.89,3496,>=3200
0.74,Very Good,E,SI1,59.9,56,5.89,5.93,3.54,3497,>=3200
0.81,Ideal,H,VVS2,62,57,5.93,5.97,3.69,3497,>=3200
0.76,Ideal,E,VS2,61.5,59,5.84,5.86,3.6,3497,>=3200
0.74,Ideal,E,SI1,60.8,56,5.85,5.89,3.57,3497,>=3200
1.51,Good,G,I1,64,59,7.29,7.17,4.63,3497,>=3200
0.74,Very Good,D,VS2,62.2,59,5.8,5.84,3.62,3498,>=3200
0.9,Ideal,J,VS1,62.4,56,6.15,6.18,3.85,3498,>=3200
0.91,Premium,H,SI2,62.1,56,6.24,6.15,3.85,3498,>=3200
1.01,Premium,J,SI2,61.7,58,6.4,6.44,3.96,3499,>=3200
1.01,Premium,J,SI2,61.8,60,6.37,6.41,3.95,3499,>=3200
1.01,Very Good,J,SI1,62.9,57,6.35,6.37,4,3499,>=3200
0.62,Ideal,F,VVS1,61.9,56,5.46,5.48,3.38,3499,>=3200
0.71,Ideal,F,VVS2,62,57,5.7,5.65,3.52,3499,>=3200
0.9,Very Good,H,SI1,63.3,58,6.04,6.13,3.85,3500,>=3200
0.93,Good,H,VS1,59.1,64,6.36,6.27,3.73,3500,>=3200
0.9,Ideal,G,SI2,62.4,56,6.14,6.19,3.85,3500,>=3200
0.83,Ideal,F,SI1,61.7,57,6.04,6.08,3.74,3500,>=3200
0.9,Fair,H,VS1,65.9,60,5.99,5.96,3.94,3500,>=3200
1.01,Ideal,H,SI2,61.6,56,6.48,6.44,3.98,3501,>=3200
0.7,Premium,D,VS1,61,59,5.79,5.72,3.51,3501,>=3200
0.8,Very Good,D,SI1,62.9,60,5.89,5.94,3.72,3502,>=3200
0.72,Ideal,G,VVS1,62.2,57,5.72,5.75,3.57,3502,>=3200
0.71,Ideal,D,SI1,60.8,57,5.75,5.78,3.5,3502,>=3200
0.71,Ideal,D,SI1,61.8,56,5.72,5.76,3.54,3502,>=3200
0.71,Ideal,D,SI1,61.4,55,5.78,5.82,3.56,3502,>=3200
0.8,Premium,F,VS2,62.1,60,5.92,5.86,3.66,3502,>=3200
0.9,Very Good,I,SI2,61.5,57,6.16,6.19,3.8,3503,>=3200
0.85,Ideal,E,SI1,62.8,56,6.05,6.02,3.79,3503,>=3200
0.7,Premium,F,VVS1,61.6,59,5.71,5.76,3.53,3504,>=3200
0.71,Ideal,G,VVS2,61.5,56,5.74,5.69,3.52,3504,>=3200
0.7,Ideal,E,VS2,61,56,5.74,5.78,3.52,3504,>=3200
0.7,Ideal,E,VS2,61.3,57,5.73,5.75,3.52,3504,>=3200
0.7,Ideal,E,VS2,60.8,56,5.74,5.78,3.5,3504,>=3200
1.52,Fair,H,I1,64.9,58,7.18,7.13,4.65,3504,>=3200
1.2,Ideal,I,I1,61.9,56,6.82,6.85,4.23,3505,>=3200
0.9,Good,D,SI1,61.9,64,6.09,6,3.74,3505,>=3200
0.91,Good,G,SI1,63.1,63,6.11,6.16,3.87,3506,>=3200
0.83,Premium,E,SI1,58.4,59,6.22,6.18,3.62,3506,>=3200
1.01,Very Good,G,SI2,63.1,55,6.36,6.31,4,3507,>=3200
1.01,Premium,H,SI2,62,60,6.39,6.25,3.92,3507,>=3200
0.81,Very Good,G,VS1,63.1,58,5.92,5.96,3.75,3507,>=3200
1.01,Premium,F,SI2,61.8,54,6.47,6.42,3.98,3507,>=3200
0.9,Premium,F,SI2,62.2,61,6.08,6.04,3.77,3507,>=3200
0.9,Premium,F,SI2,61.5,61,6.1,6.06,3.74,3507,>=3200
1.03,Ideal,F,I1,61.1,55,6.54,6.51,3.99,3507,>=3200
1.19,Very Good,E,I1,60.2,61,6.87,6.91,4.15,3508,>=3200
0.9,Premium,E,SI1,59,59,6.34,6.3,3.73,3508,>=3200
0.9,Very Good,E,SI1,63.5,55,6.22,6.12,3.92,3508,>=3200
0.9,Fair,E,SI1,65.5,59,6.06,6.03,3.96,3508,>=3200
0.55,Good,D,IF,58,62,5.31,5.41,3.12,3509,>=3200
0.73,Ideal,D,VS1,61.1,57,5.85,5.81,3.56,3509,>=3200
0.9,Good,E,SI1,63.8,56,6.09,6.17,3.91,3510,>=3200
1.15,Very Good,G,I1,61.2,58,6.74,6.8,4.14,3510,>=3200
0.9,Very Good,E,SI1,62.9,57,6.11,6.17,3.86,3510,>=3200
0.73,Ideal,E,VS1,61.9,56,5.78,5.81,3.59,3510,>=3200
0.73,Very Good,E,VVS2,63.4,58,5.68,5.7,3.61,3511,>=3200
0.91,Premium,D,SI2,58.3,60,6.4,6.33,3.71,3511,>=3200
1,Premium,H,SI1,62.2,51,6.47,6.4,4,3511,>=3200
1,Fair,H,SI1,65.5,57,6.26,6.21,4.08,3511,>=3200
1,Fair,H,SI1,65.5,57,6.26,6.21,4.08,3511,>=3200
1.01,Good,G,SI2,60.8,63,6.36,6.4,3.88,3512,>=3200
1.04,Premium,I,SI2,61.6,58,6.58,6.47,4.02,3512,>=3200
0.9,Good,G,SI1,63.9,60,6.1,6.07,3.89,3512,>=3200
0.9,Very Good,G,SI1,63.2,62,6.19,6.09,3.88,3512,>=3200
1.02,Premium,J,VS2,61.6,58,6.4,6.35,3.93,3513,>=3200
0.82,Premium,F,VS1,62.1,56,6.02,5.97,3.72,3513,>=3200
0.82,Ideal,F,VS2,61.9,57,5.96,5.99,3.7,3514,>=3200
0.8,Premium,G,VS1,62.5,58,5.9,5.94,3.7,3514,>=3200
0.81,Ideal,H,SI1,61.9,56,5.92,5.97,3.68,3514,>=3200
1.06,Very Good,I,SI2,58.4,62,6.65,6.7,3.9,3515,>=3200
0.71,Ideal,F,VS2,61.5,55,5.74,5.77,3.54,3516,>=3200
0.71,Ideal,F,VS2,61.8,55,5.74,5.76,3.55,3516,>=3200
0.71,Ideal,F,VS2,61.6,56,5.74,5.77,3.54,3516,>=3200
0.71,Ideal,E,VS1,62,56,5.72,5.74,3.55,3516,>=3200
0.9,Ideal,H,SI2,62,57,6.19,6.17,3.83,3516,>=3200
0.76,Very Good,E,VS2,63.4,58,5.76,5.82,3.67,3517,>=3200
0.7,Ideal,H,VVS1,61.5,57,5.69,5.73,3.51,3517,>=3200
0.74,Ideal,D,SI1,61.8,56,5.84,5.88,3.62,3517,>=3200
0.53,Ideal,D,IF,61.5,54,5.27,5.21,3.22,3517,>=3200
0.94,Very Good,F,SI2,62.4,58,6.17,6.23,3.87,3518,>=3200
0.74,Ideal,E,VS2,60.2,55,5.87,5.92,3.55,3518,>=3200
0.71,Ideal,D,VS1,60.9,57,5.74,5.76,3.5,3518,>=3200
0.9,Very Good,I,VS2,63.3,58,6.07,6.13,3.86,3519,>=3200
0.9,Very Good,F,SI2,60.3,57,6.27,6.34,3.8,3519,>=3200
0.9,Very Good,F,SI2,61.1,54,6.27,6.29,3.84,3519,>=3200
0.9,Very Good,F,SI2,61.4,57,6.21,6.24,3.82,3519,>=3200
0.9,Very Good,F,SI2,61.6,58,6.15,6.23,3.81,3519,>=3200
0.9,Good,F,SI2,63.1,58,6.11,6.13,3.86,3519,>=3200
0.9,Very Good,F,SI2,62.4,59,6.12,6.16,3.83,3519,>=3200
0.9,Very Good,F,SI2,62.3,58,6.16,6.19,3.85,3519,>=3200
0.9,Good,F,SI2,63.1,56,6.12,6.18,3.88,3519,>=3200
0.79,Very Good,F,SI1,62.9,57,5.86,5.94,3.71,3519,>=3200
1.02,Premium,E,I1,60.4,62,6.52,6.47,3.92,3519,>=3200
1,Ideal,E,I1,61.8,56,6.38,6.43,3.96,3520,>=3200
0.91,Good,E,SI2,63.1,61,6.04,6.14,3.84,3520,>=3200
0.91,Good,H,SI1,63.8,60,6,6.16,3.88,3520,>=3200
1.02,Ideal,I,SI2,62.9,56,6.45,6.37,4.03,3521,>=3200
0.9,Ideal,G,SI2,62.5,56,6.15,6.2,3.86,3521,>=3200
0.9,Ideal,G,SI2,61.2,57,6.24,6.28,3.83,3521,>=3200
0.93,Ideal,G,SI1,60.9,57,6.29,6.25,3.82,3521,>=3200
0.72,Ideal,D,VS1,61.6,56,5.73,5.8,3.55,3522,>=3200
0.96,Good,G,SI1,56.6,63,6.52,6.39,3.67,3522,>=3200
0.73,Ideal,F,VVS2,61.7,54,5.76,5.82,3.57,3524,>=3200
0.7,Ideal,H,VVS1,60.3,56,5.77,5.82,3.49,3524,>=3200
0.71,Good,D,VS1,59.2,56,5.84,5.85,3.46,3524,>=3200
1.11,Premium,J,SI1,59.5,58,6.89,6.77,4.07,3524,>=3200
0.75,Ideal,G,VVS2,61.3,55,5.85,5.89,3.59,3525,>=3200
0.73,Ideal,G,VS1,61.7,56,5.76,5.79,3.56,3525,>=3200
0.9,Very Good,E,SI2,63.2,59,6.1,6.15,3.87,3526,>=3200
0.71,Ideal,E,SI1,60.5,56,5.81,5.84,3.53,3527,>=3200
0.95,Very Good,E,SI2,58.7,63,6.43,6.37,3.76,3527,>=3200
1,Premium,F,SI1,62.4,58,6.39,6.27,3.95,3528,>=3200
1,Ideal,G,SI2,60.3,57,6.51,6.45,3.91,3528,>=3200
0.82,Very Good,G,VS2,62.1,56,5.94,5.98,3.7,3528,>=3200
0.73,Ideal,D,VS2,61.4,56,5.78,5.81,3.56,3528,>=3200
1,Good,H,SI2,63.9,58,6.36,6.28,4.03,3528,>=3200
1,Premium,J,SI1,61.9,62,6.36,6.33,3.93,3528,>=3200
1,Good,I,SI2,63.9,60,6.3,6.26,4.01,3528,>=3200
1.24,Premium,E,I1,61.1,62,6.91,6.86,4.21,3528,>=3200
1,Ideal,J,SI2,62.1,56,6.41,6.34,3.96,3528,>=3200
0.84,Premium,E,VS2,62.4,60,6.04,5.98,3.75,3528,>=3200
1.05,Ideal,J,VS1,60.6,56,6.59,6.55,3.98,3528,>=3200
1.05,Ideal,H,SI2,62,57,6.54,6.5,4.04,3528,>=3200
0.92,Premium,I,SI1,60.7,58,6.3,6.25,3.81,3529,>=3200
0.7,Ideal,D,VS1,62.8,54,5.65,5.69,3.56,3529,>=3200
1.03,Fair,G,SI2,65.7,58,6.32,6.26,4.13,3530,>=3200
1.03,Ideal,I,SI2,59.8,56,6.64,6.58,3.95,3530,>=3200
1.03,Fair,I,SI2,65.2,56,6.42,6.35,4.16,3530,>=3200
0.24,Very Good,E,SI1,59.9,58,4.06,4.1,2.44,571,<=800
0.35,Ideal,H,VS2,61.2,56,4.54,4.55,2.78,571,<=800
0.35,Ideal,H,VS2,61.7,56,4.55,4.59,2.82,571,<=800
0.35,Ideal,H,VS2,61.2,56,4.53,4.56,2.78,571,<=800
0.35,Ideal,I,VS1,61.7,54,4.54,4.57,2.81,571,<=800
0.35,Ideal,I,VS1,62.1,54,4.54,4.57,2.83,571,<=800
0.36,Ideal,G,SI1,61.5,54,4.6,4.63,2.84,571,<=800
0.36,Ideal,G,SI1,61.1,55,4.58,4.62,2.81,571,<=800
0.36,Ideal,G,SI1,61.4,55,4.61,4.64,2.84,571,<=800
0.32,Ideal,G,SI1,62.6,55,4.41,4.38,2.75,571,<=800
0.32,Good,D,SI2,64.1,54,4.37,4.34,2.79,571,<=800
0.34,Very Good,E,SI2,63.1,56,4.51,4.46,2.83,571,<=800
0.31,Premium,D,SI1,62,58,4.3,4.35,2.68,571,<=800
0.31,Good,D,SI1,63.5,57,4.28,4.32,2.73,571,<=800
0.31,Ideal,D,SI1,62.3,54,4.33,4.37,2.71,571,<=800
0.31,Premium,D,SI1,61.4,58,4.33,4.36,2.67,571,<=800
0.31,Good,D,SI1,63.4,55,4.28,4.3,2.72,571,<=800
0.31,Ideal,D,SI1,61.9,57,4.33,4.36,2.69,571,<=800
0.31,Ideal,D,SI1,62.7,56,4.32,4.36,2.72,571,<=800
